Attrition,Employee Number,emp no,Gender,Job Role,Over Time,Job Satisfaction,Years At Company,Education,Environment Satisfaction,Hourly Rate,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,1934,STAFF-1934,Male,Research Scientist,No,2,8,Master's Degree,3,64,2,2,5467,2125,8,18,3,3,80,1,16,4,8,7,1,7
No,1574,STAFF-1574,Male,Research Scientist,No,1,6,Master's Degree,4,62,2,1,4087,25174,4,14,3,2,80,1,9,2,6,5,1,2
No,1813,STAFF-1813,Male,Research Scientist,No,3,3,Bachelor's Degree,1,52,1,3,2438,24978,4,13,3,3,80,0,7,2,3,2,1,2
No,2057,STAFF-2057,Male,Manufacturing Director,No,1,9,Bachelor's Degree,2,74,2,1,9936,3787,0,19,3,2,80,0,10,3,9,4,1,7
No,1764,STAFF-1764,Male,Research Scientist,No,2,7,Master's Degree,2,65,1,2,2718,17674,2,14,3,2,80,0,12,3,7,7,0,7
No,1471,STAFF-1471,Male,Laboratory Technician,No,3,5,Bachelor's Degree,3,90,1,3,3162,7973,3,14,3,4,80,0,7,3,5,2,0,3
No,1947,STAFF-1947,Male,Research Scientist,No,3,5,Bachelor's Degree,3,49,1,3,2144,2122,1,14,3,3,80,0,5,2,5,3,1,4
No,1440,STAFF-1440,Male,Laboratory Technician,No,3,6,Associates Degree,3,84,1,3,3500,25470,0,14,3,1,80,0,7,1,6,5,1,3
No,1976,STAFF-1976,Male,Research Scientist,No,3,20,Associates Degree,4,37,2,3,4332,14811,1,12,3,4,80,0,20,3,20,9,3,7
No,2022,STAFF-2022,Male,Manager,No,4,6,Bachelor's Degree,4,87,5,4,19431,15302,2,13,3,3,80,0,21,2,6,0,1,3
No,2019,STAFF-2019,Male,Sales Representative,No,4,9,Master's Degree,1,40,1,4,3482,19788,2,15,3,2,80,2,16,2,9,8,0,0
No,1612,STAFF-1612,Male,Sales Executive,No,1,10,Bachelor's Degree,1,52,2,1,4385,24162,1,15,3,1,80,1,10,3,10,7,4,5
No,1731,STAFF-1731,Male,Sales Executive,No,2,1,Master's Degree,3,87,2,2,4978,3536,7,11,3,4,80,1,4,1,1,0,0,0
No,1801,STAFF-1801,Male,Sales Executive,No,2,2,Associates Degree,2,98,2,2,7991,25166,8,15,3,3,80,0,6,3,2,2,2,2
No,1563,STAFF-1563,Male,Human Resources,No,3,6,Master's Degree,3,71,2,3,6077,14814,3,11,3,3,80,0,10,3,6,3,1,2
No,1746,STAFF-1746,Male,Human Resources,No,4,2,Bachelor's Degree,1,59,1,4,2145,2097,0,14,3,4,80,1,3,3,2,2,2,1
No,1590,STAFF-1590,Male,Healthcare Representative,No,4,6,High School,1,87,2,4,8853,24483,1,19,3,4,80,1,6,4,6,4,1,3
No,1615,STAFF-1615,Male,Manufacturing Director,No,4,9,Master's Degree,3,42,2,4,4724,17000,1,13,3,1,80,1,9,3,9,7,7,2
No,1485,STAFF-1485,Male,Research Director,No,1,14,Bachelor's Degree,2,71,4,1,17007,11929,7,14,3,4,80,2,16,2,14,8,6,9
No,1431,STAFF-1431,Male,Research Scientist,No,1,4,Master's Degree,4,91,1,1,2996,20284,5,14,3,3,80,2,10,3,4,3,1,3
No,1653,STAFF-1653,Male,Manufacturing Director,No,3,7,High School,4,77,2,3,5206,4973,1,17,3,3,80,2,7,3,7,7,0,7
No,1941,STAFF-1941,Male,Research Director,No,4,5,High School,2,42,5,4,19161,13738,3,15,3,4,80,0,28,3,5,4,4,3
No,1852,STAFF-1852,Male,Laboratory Technician,No,4,11,High School,4,40,1,4,3812,7003,1,13,3,2,80,0,11,4,11,8,3,10
No,1997,STAFF-1997,Male,Manufacturing Director,No,3,8,Master's Degree,1,72,2,3,5321,14284,2,11,3,4,80,1,10,3,8,3,7,7
No,1720,STAFF-1720,Male,Research Scientist,No,3,5,Bachelor's Degree,1,56,1,3,3433,17360,6,13,3,1,80,1,10,2,5,2,1,3
No,1918,STAFF-1918,Male,Laboratory Technician,No,4,7,Bachelor's Degree,3,61,1,4,2544,7102,0,18,3,1,80,1,8,3,7,7,7,7
No,2061,STAFF-2061,Male,Laboratory Technician,No,4,5,Associates Degree,3,41,2,4,2571,12290,4,17,3,3,80,1,17,3,5,2,0,3
No,1597,STAFF-1597,Male,Healthcare Representative,No,3,8,Master's Degree,4,92,2,3,5063,15332,1,14,3,2,80,1,8,2,8,2,7,7
No,1668,STAFF-1668,Male,Research Scientist,No,4,13,Bachelor's Degree,4,90,2,4,4735,9867,7,15,3,4,80,2,19,4,13,11,2,9
No,1922,STAFF-1922,Male,Healthcare Representative,No,3,4,Master's Degree,2,44,2,3,5399,14511,4,12,3,3,80,0,12,3,4,2,0,3
No,1412,STAFF-1412,Male,Manufacturing Director,No,4,2,Associates Degree,3,60,3,4,9362,19944,2,11,3,3,80,0,10,3,2,2,2,2
No,1648,STAFF-1648,Male,Research Scientist,No,4,4,Bachelor's Degree,4,87,1,4,2580,6297,2,13,3,3,80,0,6,2,4,2,1,2
No,1812,STAFF-1812,Male,Sales Executive,No,4,2,Bachelor's Degree,3,83,2,4,4127,19188,2,18,3,4,80,1,7,3,2,1,2,2
No,1700,STAFF-1700,Male,Sales Executive,No,4,6,Master's Degree,3,31,2,4,9525,7677,1,14,3,3,80,2,6,2,6,3,1,3
No,2065,STAFF-2065,Male,Sales Executive,No,2,9,Bachelor's Degree,4,63,2,2,5390,13243,2,14,3,4,80,0,17,2,9,6,0,8
No,1477,STAFF-1477,Male,Sales Executive,No,1,4,Bachelor's Degree,4,54,2,1,4373,17456,0,14,3,1,80,2,5,3,4,3,0,3
No,1507,STAFF-1507,Male,Sales Executive,No,1,4,Bachelor's Degree,3,55,2,1,4898,11827,0,14,3,4,80,0,5,3,4,2,1,3
No,1613,STAFF-1613,Male,Sales Executive,No,1,5,Master's Degree,4,54,2,1,5332,21602,7,13,3,4,80,0,10,3,5,2,0,3
No,1853,STAFF-1853,Male,Sales Executive,No,4,0,Master's Degree,4,79,2,4,4648,26075,8,13,3,3,80,0,4,4,0,0,0,0
No,1794,STAFF-1794,Male,Human Resources,No,2,10,Associates Degree,3,89,2,2,4071,12832,2,13,3,3,80,0,19,2,10,0,4,7
No,1865,STAFF-1865,Male,Human Resources,No,2,1,High School,4,87,1,2,2804,15434,1,11,3,4,80,0,1,3,1,0,0,0
No,1419,STAFF-1419,Male,Human Resources,No,1,10,Bachelor's Degree,2,51,3,1,7988,9769,1,13,3,1,80,0,10,2,10,9,0,9
No,1778,STAFF-1778,Male,Human Resources,No,4,9,Bachelor's Degree,2,97,1,4,3539,5033,0,13,3,2,80,0,10,3,9,7,1,8
No,1694,STAFF-1694,Male,Research Scientist,No,2,4,Bachelor's Degree,1,94,1,2,3537,23737,5,12,3,4,80,1,8,3,4,2,1,2
No,1506,STAFF-1506,Male,Research Scientist,No,3,1,Bachelor's Degree,1,72,1,3,1563,12530,1,14,3,4,80,1,1,1,1,0,0,0
No,1892,STAFF-1892,Male,Manager,No,1,19,Master's Degree,1,98,4,1,16823,18991,2,11,3,1,80,1,22,3,19,7,11,16
No,1881,STAFF-1881,Male,Laboratory Technician,No,3,10,Bachelor's Degree,2,89,2,3,4197,18624,1,11,3,1,80,1,10,3,10,8,0,2
No,1627,STAFF-1627,Male,Laboratory Technician,No,3,10,Associates Degree,3,76,2,3,3069,10302,0,15,3,4,80,1,11,3,10,8,0,7
No,1474,STAFF-1474,Male,Research Scientist,No,3,3,Bachelor's Degree,3,68,1,3,2345,8045,2,14,3,3,80,1,8,4,3,1,1,2
No,1857,STAFF-1857,Male,Manufacturing Director,No,4,9,Associates Degree,4,82,3,4,8578,19989,3,14,3,3,80,1,12,2,9,8,4,7
No,1599,STAFF-1599,Male,Laboratory Technician,No,2,6,Bachelor's Degree,4,87,1,2,4876,5855,5,12,3,3,80,1,8,3,6,4,0,2
No,1940,STAFF-1940,Male,Research Scientist,No,4,5,Associates Degree,2,71,1,4,4771,14293,2,19,3,4,80,2,10,4,5,2,0,3
No,1424,STAFF-1424,Male,Research Director,No,4,7,Master's Degree,2,81,4,4,14732,12414,2,13,3,4,80,2,31,4,7,7,0,0
No,1484,STAFF-1484,Male,Healthcare Representative,No,2,8,Master's Degree,3,35,3,2,10466,20948,3,14,3,2,80,2,29,3,8,7,0,7
No,1859,STAFF-1859,Male,Healthcare Representative,No,3,7,High School,4,93,2,3,6384,21143,8,17,3,4,80,2,11,3,7,0,1,6
No,1619,STAFF-1619,Male,Laboratory Technician,No,1,7,Bachelor's Degree,4,67,1,1,4066,16290,1,11,3,1,80,2,7,3,7,7,0,7
No,1671,STAFF-1671,Male,Research Scientist,No,2,9,Bachelor's Degree,4,45,2,2,5470,25518,0,13,3,3,80,2,10,2,9,5,1,6
No,1553,STAFF-1553,Male,Healthcare Representative,No,2,10,Master's Degree,1,66,3,2,7441,20933,1,12,3,1,80,3,10,3,10,8,7,7
No,1725,STAFF-1725,Male,Laboratory Technician,No,1,6,High School,2,91,1,1,3907,3622,1,13,3,2,80,3,6,4,6,2,1,2
No,1551,STAFF-1551,Male,Laboratory Technician,No,1,1,Associates Degree,3,57,1,1,2296,10036,0,14,3,2,80,3,2,3,1,1,0,0
No,1871,STAFF-1871,Male,Research Scientist,No,4,2,Master's Degree,4,41,2,4,3902,5141,8,14,3,2,80,3,7,3,2,2,2,2
No,2031,STAFF-2031,Male,Manager,No,3,22,Bachelor's Degree,1,56,5,3,18880,17312,5,11,3,1,80,0,24,2,22,6,4,14
No,1543,STAFF-1543,Male,Research Scientist,No,4,10,Bachelor's Degree,1,47,2,4,4285,3031,1,17,3,1,80,0,10,3,10,8,3,7
No,1434,STAFF-1434,Male,Laboratory Technician,No,1,5,High School,2,91,1,1,2099,7679,0,14,3,2,80,0,6,4,5,0,1,4
No,1621,STAFF-1621,Male,Research Scientist,No,1,16,Doctoral Degree,2,48,2,1,5208,26312,1,11,3,4,80,0,16,3,16,15,1,10
No,2068,STAFF-2068,Male,Laboratory Technician,No,3,4,Bachelor's Degree,2,82,2,3,4404,10228,2,12,3,1,80,0,6,4,4,3,1,2
No,1689,STAFF-1689,Male,Healthcare Representative,No,4,4,Master's Degree,2,48,3,4,7005,3458,3,15,3,3,80,0,11,3,4,3,1,2
No,1867,STAFF-1867,Male,Research Director,No,2,22,Bachelor's Degree,4,91,5,2,19665,13583,4,12,3,4,80,0,29,3,22,10,12,9
No,1989,STAFF-1989,Male,Laboratory Technician,No,2,12,Associates Degree,4,76,1,2,3748,4077,1,13,3,3,80,0,12,2,12,8,1,7
No,1954,STAFF-1954,Male,Healthcare Representative,No,1,5,Bachelor's Degree,1,89,2,1,5373,6225,0,12,3,1,80,1,6,2,5,3,0,2
No,1473,STAFF-1473,Male,Healthcare Representative,No,3,3,Master's Degree,1,96,2,3,6651,21534,2,14,3,2,80,1,20,2,3,2,1,2
No,1971,STAFF-1971,Male,Healthcare Representative,No,3,10,Bachelor's Degree,1,30,3,3,7510,16873,1,17,3,2,80,1,10,3,10,9,0,9
No,1415,STAFF-1415,Male,Laboratory Technician,No,4,3,Bachelor's Degree,1,81,1,4,3229,4910,4,11,3,2,80,1,7,2,3,2,0,2
No,1438,STAFF-1438,Male,Research Scientist,No,4,6,Bachelor's Degree,1,74,1,4,3420,10205,7,12,3,3,80,1,17,2,6,5,1,2
No,1826,STAFF-1826,Male,Laboratory Technician,No,3,5,Master's Degree,2,91,1,3,2705,9696,0,16,3,2,80,1,6,4,5,4,0,3
No,1609,STAFF-1609,Male,Research Scientist,No,2,6,Bachelor's Degree,2,48,1,2,2141,5348,1,12,3,2,80,1,6,2,6,4,1,1
No,1696,STAFF-1696,Male,Laboratory Technician,No,4,15,Associates Degree,2,57,2,4,3986,11912,1,14,3,3,80,1,15,4,15,10,4,13
No,1931,STAFF-1931,Male,Research Scientist,No,2,5,Master's Degree,2,41,1,2,2226,6073,1,11,3,3,80,1,6,2,5,3,1,2
No,1721,STAFF-1721,Male,Laboratory Technician,No,3,5,Master's Degree,2,69,1,3,3477,18103,1,14,3,4,80,1,6,4,5,2,0,3
No,1729,STAFF-1729,Male,Research Scientist,No,4,10,High School,2,33,1,4,2862,3811,1,12,3,2,80,1,10,2,10,0,0,8
No,1580,STAFF-1580,Male,Research Scientist,No,4,2,Master's Degree,2,45,2,4,5484,13008,9,17,3,2,80,1,9,2,2,2,2,1
No,1903,STAFF-1903,Male,Healthcare Representative,No,1,2,Master's Degree,2,78,2,1,5033,9364,2,15,3,4,80,1,10,3,2,0,2,2
No,1542,STAFF-1542,Male,Laboratory Technician,No,2,1,Bachelor's Degree,3,68,1,2,4841,24052,4,14,3,2,80,1,4,3,1,0,0,0
No,1601,STAFF-1601,Male,Laboratory Technician,No,4,1,Associates Degree,3,63,1,4,2690,7713,1,18,3,4,80,1,1,2,1,0,0,1
No,1911,STAFF-1911,Male,Research Director,No,1,13,Bachelor's Degree,3,83,3,1,13348,14842,9,13,3,2,80,1,18,4,13,7,5,7
No,1799,STAFF-1799,Male,Research Scientist,No,4,5,Bachelor's Degree,3,82,1,4,2044,5531,1,11,3,3,80,1,5,4,5,3,0,3
No,1763,STAFF-1763,Male,Healthcare Representative,No,3,7,Bachelor's Degree,3,58,2,3,5294,9128,3,16,3,3,80,1,10,3,7,0,1,7
No,1707,STAFF-1707,Male,Research Scientist,No,3,5,Bachelor's Degree,3,62,1,3,4401,17616,1,16,3,4,80,1,5,3,5,3,0,4
No,2062,STAFF-2062,Male,Healthcare Representative,No,1,7,High School,4,42,3,1,9991,21457,4,15,3,1,80,1,9,3,7,7,1,7
No,1523,STAFF-1523,Male,Research Director,No,1,20,Bachelor's Degree,4,32,4,1,16328,22074,3,13,3,3,80,1,24,4,20,6,14,17
No,1728,STAFF-1728,Male,Manufacturing Director,No,3,7,Master's Degree,4,49,2,3,6883,5151,2,16,3,2,80,1,17,3,7,7,0,7
No,1798,STAFF-1798,Male,Research Scientist,No,1,10,Master's Degree,4,90,1,1,3143,6076,6,19,3,2,80,1,14,3,10,8,7,6
No,1592,STAFF-1592,Male,Research Scientist,No,3,2,Bachelor's Degree,4,45,1,3,2073,12826,2,16,3,4,80,1,4,3,2,2,2,2
No,1682,STAFF-1682,Male,Healthcare Representative,No,3,3,Master's Degree,1,80,2,3,5347,7419,6,14,3,2,80,2,10,2,3,2,0,2
No,2012,STAFF-2012,Male,Laboratory Technician,No,4,1,Master's Degree,1,83,1,4,2406,4060,8,19,3,3,80,2,8,2,1,0,0,0
No,1803,STAFF-1803,Male,Healthcare Representative,No,1,0,Bachelor's Degree,2,95,2,1,5538,5696,5,18,3,3,80,2,10,2,0,0,0,0
No,1596,STAFF-1596,Male,Laboratory Technician,No,3,10,Bachelor's Degree,2,46,2,3,3407,25348,1,17,3,4,80,2,10,2,10,9,6,8
No,1514,STAFF-1514,Male,Manufacturing Director,No,2,8,High School,3,96,2,2,6549,3173,1,14,3,2,80,2,8,2,8,6,1,7
No,1558,STAFF-1558,Male,Research Scientist,No,3,1,Bachelor's Degree,3,91,1,3,2451,22376,6,18,3,1,80,2,5,2,1,0,0,0
No,1618,STAFF-1618,Male,Manufacturing Director,No,1,7,Doctoral Degree,2,76,2,1,5377,3835,2,13,3,4,80,3,10,3,7,7,7,7
No,1698,STAFF-1698,Male,Laboratory Technician,No,2,14,Bachelor's Degree,2,79,1,2,2028,13637,1,18,3,4,80,3,14,3,14,11,2,13
No,1770,STAFF-1770,Male,Research Director,No,1,1,Bachelor's Degree,3,60,5,1,19038,19805,8,12,3,2,80,3,34,3,1,0,0,0
No,1631,STAFF-1631,Male,Manufacturing Director,No,3,4,Bachelor's Degree,3,85,2,3,5768,26493,3,17,3,1,80,3,9,2,4,3,0,2
No,1718,STAFF-1718,Male,Laboratory Technician,No,3,3,Master's Degree,4,62,1,3,2305,6217,1,15,3,3,80,3,3,4,3,2,0,2
No,1435,STAFF-1435,Male,Laboratory Technician,No,4,10,Master's Degree,1,37,2,4,5810,22604,1,16,3,3,80,0,10,2,10,4,1,8
No,1659,STAFF-1659,Male,Laboratory Technician,No,2,4,Bachelor's Degree,1,77,1,2,2013,10950,2,11,3,3,80,0,15,3,4,3,1,3
No,1533,STAFF-1533,Male,Laboratory Technician,No,3,4,High School,1,97,2,3,2272,24812,0,14,3,2,80,0,5,3,4,3,1,2
No,1577,STAFF-1577,Male,Research Scientist,No,4,1,Master's Degree,1,35,1,4,2972,22061,1,13,3,3,80,0,1,1,1,0,0,0
No,2014,STAFF-2014,Male,Research Scientist,No,4,7,High School,1,52,2,4,4108,5340,7,13,3,1,80,0,18,3,7,7,1,7
No,1981,STAFF-1981,Male,Healthcare Representative,No,3,4,Associates Degree,2,45,2,3,4617,14120,1,12,3,2,80,0,4,2,4,3,1,2
No,2008,STAFF-2008,Male,Research Scientist,No,3,10,Master's Degree,2,48,2,3,5098,18698,1,19,3,2,80,0,10,3,10,7,0,8
No,1814,STAFF-1814,Male,Healthcare Representative,No,2,3,Bachelor's Degree,2,85,2,2,6870,15530,3,12,3,1,80,0,11,1,3,2,1,2
No,2048,STAFF-2048,Male,Research Scientist,No,3,2,Master's Degree,3,52,1,3,2809,2725,2,14,3,4,80,0,8,3,2,2,2,2
No,1952,STAFF-1952,Male,Laboratory Technician,No,1,7,Bachelor's Degree,3,95,1,1,2867,20006,0,13,3,4,80,0,8,2,7,7,7,6
No,1727,STAFF-1727,Male,Healthcare Representative,No,2,10,Master's Degree,3,34,2,2,5562,9697,6,14,3,4,80,0,19,3,10,7,0,9
No,1677,STAFF-1677,Male,Manager,No,3,8,Bachelor's Degree,3,36,4,3,15379,22384,4,14,3,1,80,0,23,3,8,7,0,0
No,1623,STAFF-1623,Male,Research Scientist,No,4,2,High School,3,97,1,4,3117,26009,1,18,3,3,80,0,3,3,2,2,2,2
No,1417,STAFF-1417,Male,Laboratory Technician,No,1,7,Bachelor's Degree,3,100,1,1,3578,23577,0,12,3,4,80,0,8,3,7,7,0,7
No,1564,STAFF-1564,Male,Laboratory Technician,No,1,3,Bachelor's Degree,4,68,1,1,2450,21731,1,19,3,2,80,0,3,3,3,0,1,2
No,1545,STAFF-1545,Male,Manufacturing Director,No,2,5,Bachelor's Degree,4,44,2,2,4320,24152,1,13,3,4,80,0,5,3,5,3,0,2
No,1883,STAFF-1883,Male,Laboratory Technician,No,1,3,Bachelor's Degree,4,59,1,1,2062,19384,3,14,3,2,80,0,11,3,3,2,1,2
No,2038,STAFF-2038,Male,Research Scientist,No,1,4,Bachelor's Degree,4,78,1,1,2439,11288,1,14,3,4,80,0,4,3,4,2,1,2
No,1475,STAFF-1475,Male,Research Scientist,No,2,5,Bachelor's Degree,4,49,1,2,3420,21158,1,13,3,3,80,0,6,2,5,2,1,3
No,1860,STAFF-1860,Male,Laboratory Technician,No,3,0,Bachelor's Degree,4,81,1,3,3968,13624,4,13,3,4,80,0,8,3,0,0,0,0
No,2007,STAFF-2007,Male,Research Scientist,No,3,3,Associates Degree,4,63,1,3,3375,17624,0,12,3,4,80,0,4,4,3,2,1,2
No,1982,STAFF-1982,Male,Laboratory Technician,No,4,5,Associates Degree,4,78,1,4,2647,13672,1,13,3,3,80,0,5,4,5,2,1,4
No,1472,STAFF-1472,Male,Research Director,No,2,9,Bachelor's Degree,4,39,4,2,16598,19764,4,12,3,2,80,0,35,2,9,8,8,8
No,1453,STAFF-1453,Male,Sales Executive,No,4,13,Associates Degree,1,31,3,4,10793,8386,1,18,3,1,80,1,13,3,13,7,9,9
No,1754,STAFF-1754,Male,Sales Executive,No,1,7,Associates Degree,3,94,3,1,7140,3088,2,11,3,1,80,1,12,3,7,7,1,7
No,2037,STAFF-2037,Male,Sales Executive,No,2,5,Bachelor's Degree,3,57,2,2,8938,12227,2,11,3,3,80,1,14,3,5,4,0,4
No,1951,STAFF-1951,Male,Sales Executive,No,3,8,Master's Degree,4,39,3,3,8628,22914,1,18,3,3,80,1,9,2,8,7,1,1
No,1497,STAFF-1497,Male,Sales Executive,No,3,10,Bachelor's Degree,3,77,2,3,8620,23757,1,14,3,3,80,2,10,3,10,7,0,4
No,1670,STAFF-1670,Male,Sales Executive,No,4,6,Master's Degree,4,93,2,4,5505,3921,1,14,3,3,80,2,6,3,6,2,0,4
No,1466,STAFF-1466,Male,Sales Executive,No,1,2,Bachelor's Degree,3,96,2,1,5486,24795,4,11,3,1,80,3,15,3,2,2,2,2
No,1548,STAFF-1548,Male,Sales Executive,No,1,8,Associates Degree,1,47,2,1,5473,19345,0,12,3,4,80,0,9,4,8,4,7,1
No,1560,STAFF-1560,Male,Sales Executive,No,1,2,Master's Degree,1,46,2,1,6392,10589,2,13,3,4,80,1,8,1,2,2,2,2
No,1996,STAFF-1996,Male,Sales Representative,No,3,2,Associates Degree,1,54,1,3,3067,6393,0,19,3,3,80,1,3,3,2,2,1,2
No,1749,STAFF-1749,Male,Sales Executive,No,3,5,Bachelor's Degree,1,51,2,3,8346,20943,1,19,3,3,80,1,6,3,5,2,0,2
No,2013,STAFF-2013,Male,Sales Representative,No,2,2,Master's Degree,2,68,1,2,2269,18024,0,14,3,2,80,1,3,3,2,2,2,2
No,1945,STAFF-1945,Male,Sales Executive,No,1,5,Master's Degree,2,71,2,1,5561,15975,0,16,3,4,80,1,6,1,5,3,0,4
No,1568,STAFF-1568,Male,Sales Executive,No,2,4,Master's Degree,3,33,3,2,9250,17799,3,12,3,2,80,1,9,3,4,2,1,3
No,1582,STAFF-1582,Male,Sales Executive,No,2,9,Bachelor's Degree,3,80,2,2,9924,12355,0,11,3,4,80,1,10,3,9,8,7,7
No,1739,STAFF-1739,Male,Sales Executive,No,3,4,Bachelor's Degree,4,80,3,3,9610,3840,3,13,3,3,80,1,10,1,4,3,0,2
No,1492,STAFF-1492,Male,Sales Representative,No,3,1,High School,4,76,1,3,2404,16192,1,13,3,1,80,1,1,3,1,0,0,0
No,1446,STAFF-1446,Male,Sales Executive,No,4,4,Doctoral Degree,4,97,2,4,9204,23343,4,12,3,3,80,1,7,2,4,3,0,3
No,1588,STAFF-1588,Male,Sales Executive,No,3,7,Bachelor's Degree,4,38,3,3,8237,4658,2,11,3,1,80,1,11,3,7,6,7,6
No,1787,STAFF-1787,Male,Sales Executive,No,2,5,Associates Degree,2,46,2,2,4189,8800,1,14,3,1,80,2,5,3,5,2,0,3
No,1908,STAFF-1908,Male,Sales Executive,No,2,4,Associates Degree,3,33,2,2,5507,16822,2,16,3,3,80,2,12,1,4,2,1,3
No,1995,STAFF-1995,Male,Sales Executive,No,2,15,Master's Degree,4,86,2,2,4440,7636,0,15,3,1,80,2,16,3,15,13,5,8
No,1479,STAFF-1479,Male,Sales Executive,No,3,2,High School,4,96,2,3,5301,2939,8,15,3,3,80,2,4,2,2,1,2,2
No,1961,STAFF-1961,Male,Sales Representative,No,1,1,Bachelor's Degree,1,59,1,1,2858,11473,4,14,3,1,80,0,20,2,1,0,0,0
No,1975,STAFF-1975,Male,Sales Executive,No,1,20,Master's Degree,2,77,4,1,13341,25098,0,12,3,1,80,0,21,3,20,8,11,10
No,1740,STAFF-1740,Male,Manager,No,2,21,Master's Degree,2,88,5,2,19833,4349,1,14,3,2,80,0,21,2,21,8,12,8
No,1924,STAFF-1924,Male,Sales Executive,No,3,10,Master's Degree,2,43,2,3,5487,10410,1,14,3,2,80,0,10,2,10,4,0,9
No,1650,STAFF-1650,Male,Sales Executive,No,3,5,Bachelor's Degree,3,42,2,3,5869,23413,9,11,3,3,80,0,8,3,5,2,1,4
No,1836,STAFF-1836,Male,Sales Executive,No,4,5,Bachelor's Degree,3,46,2,4,4684,9125,1,13,3,1,80,0,5,3,5,3,1,2
No,1478,STAFF-1478,Male,Sales Executive,No,1,13,Bachelor's Degree,4,81,2,1,4759,15891,3,18,3,4,80,0,15,3,13,9,3,12
No,1680,STAFF-1680,Male,Sales Representative,No,1,2,High School,4,54,1,1,2728,21082,1,11,3,1,80,0,2,3,2,2,0,2
No,1469,STAFF-1469,Male,Sales Executive,No,1,5,Bachelor's Degree,4,84,2,1,8463,23490,0,18,3,4,80,0,6,3,5,4,1,3
No,1708,STAFF-1708,Male,Sales Executive,No,3,10,Bachelor's Degree,4,35,3,3,9241,15869,1,12,3,2,80,0,10,3,10,8,8,7
No,1965,STAFF-1965,Male,Sales Executive,No,4,7,Bachelor's Degree,4,44,2,4,4105,5099,1,14,3,1,80,0,7,3,7,7,0,7
No,1602,STAFF-1602,Male,Manager,No,1,26,Master's Degree,4,56,4,1,17567,3156,1,15,3,2,80,0,27,1,26,0,0,12
No,1605,STAFF-1605,Female,Research Scientist,Yes,3,4,Associates Degree,2,85,1,3,2814,10293,1,14,3,2,80,0,4,2,4,2,1,3
No,1937,STAFF-1937,Female,Research Scientist,Yes,2,20,Bachelor's Degree,4,58,2,2,2133,18115,1,16,3,3,80,1,20,3,20,11,0,7
No,1646,STAFF-1646,Female,Research Scientist,Yes,4,6,High School,1,32,1,4,3760,17218,1,13,3,3,80,0,6,3,6,3,1,3
No,1850,STAFF-1850,Female,Laboratory Technician,Yes,4,5,Associates Degree,4,53,1,4,2379,19826,0,14,3,3,80,0,6,2,5,4,0,2
No,1683,STAFF-1683,Female,Human Resources,Yes,4,2,Bachelor's Degree,3,44,1,4,3195,4167,4,18,3,1,80,3,8,3,2,2,2,2
No,2040,STAFF-2040,Female,Human Resources,Yes,4,9,Master's Degree,3,31,3,4,8837,16642,1,16,3,3,80,0,9,3,9,0,1,7
No,1608,STAFF-1608,Female,Research Director,Yes,4,22,Bachelor's Degree,2,31,5,4,19049,3549,0,14,3,4,80,1,23,2,22,7,1,10
No,1827,STAFF-1827,Female,Manufacturing Director,Yes,2,22,Bachelor's Degree,3,92,3,2,10333,19271,8,12,3,3,80,1,28,3,22,11,14,10
No,1674,STAFF-1674,Female,Laboratory Technician,Yes,1,2,Bachelor's Degree,4,74,1,1,2587,24941,4,16,3,2,80,1,17,2,2,2,2,2
No,1974,STAFF-1974,Female,Laboratory Technician,Yes,4,1,High School,4,59,1,4,1129,17536,1,11,3,3,80,3,1,3,1,0,0,0
No,1886,STAFF-1886,Female,Manufacturing Director,Yes,2,3,Associates Degree,4,44,2,2,4788,25388,0,11,3,4,80,0,4,3,3,2,0,2
No,1893,STAFF-1893,Female,Research Scientist,Yes,3,1,Associates Degree,2,90,1,3,2933,14908,1,13,3,3,80,1,1,2,1,0,1,0
No,1724,STAFF-1724,Female,Manufacturing Director,Yes,1,1,Associates Degree,2,92,2,1,6516,5041,2,16,3,2,80,1,18,3,1,0,0,0
No,2009,STAFF-2009,Female,Healthcare Representative,Yes,4,9,Associates Degree,2,95,2,4,4878,21653,0,13,3,1,80,1,10,3,9,7,8,1
No,1661,STAFF-1661,Female,Healthcare Representative,Yes,3,15,High School,3,41,4,3,13966,11652,2,19,3,2,80,1,30,3,15,11,2,12
No,1703,STAFF-1703,Female,Healthcare Representative,Yes,4,8,Bachelor's Degree,3,96,3,4,7879,14810,1,19,3,2,80,1,9,3,8,7,6,7
No,1638,STAFF-1638,Female,Manufacturing Director,Yes,3,5,Associates Degree,4,54,3,3,7756,14199,3,19,3,4,80,1,10,4,5,4,0,2
No,1614,STAFF-1614,Female,Manufacturing Director,Yes,3,3,Master's Degree,3,76,2,3,4663,12421,9,12,3,2,80,2,7,3,3,2,1,1
No,1587,STAFF-1587,Female,Healthcare Representative,Yes,3,5,Master's Degree,1,51,2,3,6142,4223,3,16,3,3,80,0,10,3,5,2,0,4
No,1611,STAFF-1611,Female,Laboratory Technician,Yes,1,10,Doctoral Degree,3,50,2,1,5769,23447,1,14,3,1,80,0,10,3,10,7,1,4
